Date,US_dollar,Euro,Japanese_yen,Vietnamese_dong,Korean_won
7/6/1998,293.3,270.7,"41,040.30","3,807,731.60","394,714.50"
7/7/1998,293.8,271.8,"40,644.70","3,813,166.40","395,240.60"
7/8/1998,292,271,"40,801.20","3,791,623.10","389,090.00"
7/9/1998,291.8,272.5,"41,222.60","3,789,343.80","381,528.30"
7/10/1998,290.6,269.8,"40,967.30","3,789,464.40","381,557.60"
7/13/1998,291.5,268.4,"41,072.40","3,785,858.40","382,593.80"
7/14/1998,293.4,269.5,"40,953.10","3,809,886.90","378,128.00"
7/15/1998,293.2,269.9,"41,167.00","3,806,261.10","376,111.30"
7/16/1998,295,269.9,"41,222.20","3,830,984.50","378,568.30"
7/17/1998,293.8,268.3,"41,011.50","3,816,310.90","377,092.10"
7/20/1998,294.9,267.8,"40,967.90","3,829,842.70","380,061.50"
7/21/1998,294.9,269.2,"41,325.80","3,830,602.60","380,863.20"
7/22/1998,294,268.8,"41,444.00","3,817,824.70","379,195.40"
7/23/1998,293.3,268.5,"41,440.30","3,809,375.40","373,957.30"
7/24/1998,294.6,267.7,"41,488.50","3,827,446.70","366,997.80"
7/27/1998,290.7,264.5,"41,339.10","3,775,431.10","351,686.40"
7/28/1998,290.6,263.5,"41,185.30","3,775,620.80","365,284.00"
7/29/1998,290.8,263.4,"41,471.10","3,777,159.90","361,547.60"
7/30/1998,290,262.8,"41,409.10","3,766,517.40","358,005.00"
7/31/1998,288.9,262.4,"41,704.10","3,753,198.40","355,429.80"
8/3/1998,286.2,260.8,"41,700.60","3,718,233.30","355,541.30"
8/4/1998,286.1,260.6,"41,505.90","3,718,441.80","354,906.90"
8/5/1998,287.9,260.5,"41,518.00","3,741,146.40","363,617.60"
8/6/1998,287.8,259.9,"41,614.40","3,738,694.10","383,637.10"
8/7/1998,285.7,258.6,"41,657.90","3,971,656.90","378,981.00"
8/10/1998,285.6,259.6,"41,847.50","3,963,289.40","382,275.40"
8/11/1998,284.8,259.1,"41,905.40","3,960,449.20","381,489.30"
8/12/1998,285.1,258.4,"41,618.70","3,964,188.70","379,543.80"
8/13/1998,283.4,258.3,"41,142.60","3,940,962.00","377,913.80"
8/14/1998,284.4,261,"41,394.40","3,954,888.70","376,687.70"
8/17/1998,284.2,260.3,"41,446.10","3,951,408.70","379,056.00"
8/18/1998,284.3,260.9,"41,246.10","3,952,663.80","374,499.40"
8/19/1998,285.5,262.5,"41,089.20","3,956,625.90","372,292.00"
8/20/1998,285.3,262.2,"40,565.40","3,967,521.00","370,889.80"
8/21/1998,283.5,260.9,"41,175.50","3,942,636.30","368,691.80"
8/24/1998,284.5,261,"40,916.80","3,956,561.40","371,414.80"
8/25/1998,283.1,260.1,"40,965.80","3,936,521.00","370,087.60"
8/26/1998,283.2,261.4,"40,961.90","3,937,906.80","370,360.10"
8/27/1998,278.5,257.2,"39,739.20","3,873,237.70","367,341.50"
8/28/1998,273.4,248.3,"39,170.00","3,802,199.70","365,399.00"
8/31/1998,273.4,246.3,"38,601.30","3,802,311.60","369,226.60"
9/1/1998,279,249.4,"38,064.00","3,880,081.60","378,045.00"
9/2/1998,280.2,250.5,"38,614.50","3,896,184.70","375,540.90"
9/3/1998,279.2,245.9,"37,551.20","3,882,279.30","371,269.40"
9/4/1998,285,252.6,"38,285.50","3,963,640.00","382,755.00"
9/7/1998,288.3,254,"37,956.80","4,008,839.30","387,263.90"
9/8/1998,285.4,252.1,"37,752.70","3,969,082.70","387,287.70"
9/9/1998,283.5,249.8,"38,856.70","3,942,083.40","385,917.10"
9/10/1998,290.5,251.2,"38,960.40","4,040,134.60","397,549.30"
9/11/1998,293.4,253.1,"38,442.00","4,079,641.00","401,155.90"
9/14/1998,290.2,252.5,"38,612.60","4,032,909.00","403,523.00"
9/15/1998,290.7,250.5,"38,585.20","4,041,656.00","401,532.80"
9/16/1998,288.3,249.2,"38,884.90","3,997,620.40","396,487.90"
9/17/1998,290.5,249.6,"38,420.10","4,040,134.60","401,906.80"
9/18/1998,290.1,250.8,"38,532.50","4,034,446.20","402,078.40"
9/21/1998,293,251.9,"39,088.30","4,074,205.20","407,932.80"
9/22/1998,288.9,248.8,"39,073.70","4,017,588.30","404,026.50"
9/23/1998,288.9,249.1,"39,392.90","4,017,586.90","405,037.70"
9/24/1998,292.7,251.1,"39,738.40","4,070,314.40","407,584.70"
9/25/1998,298.1,254.6,"40,352.30","4,144,780.50","413,315.50"
9/28/1998,292.3,251,"39,851.20","4,059,626.00","404,079.40"
9/29/1998,296,253.8,"39,667.00","4,115,585.10","405,964.00"
9/30/1998,293.9,251,"39,998.80","4,085,687.00","408,671.70"
10/1/1998,297.6,251,"40,354.50","4,137,714.00","413,247.10"
10/2/1998,300.8,251.6,"40,517.70","4,182,327.60","417,585.30"
10/5/1998,298.8,249.6,"40,152.00","4,153,705.10","414,665.00"
10/6/1998,294.7,246.8,"38,879.10","4,096,813.90","408,974.10"
10/7/1998,298,245.8,"36,816.40","4,143,393.60","411,538.00"
10/8/1998,300.3,246.8,"35,663.70","4,174,556.70","408,535.10"
10/9/1998,298.7,249.4,"34,992.70","4,153,130.00","398,017.70"
10/12/1998,296.5,250,"35,053.70","4,121,842.20","391,017.50"
10/13/1998,295.6,247.4,"35,362.50","4,109,325.30","398,253.40"
10/14/1998,295.3,248.2,"35,102.30","4,105,846.30","398,064.10"
10/15/1998,298.2,247.6,"34,967.00","4,145,477.50","397,881.10"
10/16/1998,298,247.2,"34,532.40","4,142,573.00","394,336.80"
10/19/1998,298.6,248.6,"34,228.70","4,150,920.50","395,877.00"
10/20/1998,295.4,247.9,"34,761.20","4,107,120.70","392,291.10"
10/21/1998,295.3,248.7,"34,653.50","4,105,163.20","391,058.60"
10/22/1998,292.9,245.4,"34,490.40","4,072,486.80","387,433.40"
10/23/1998,292.3,244.3,"34,541.00","4,063,908.30","384,674.10"
10/26/1998,291.5,245,"34,573.30","4,052,901.90","383,111.00"
10/27/1998,293,248.4,"34,705.90","4,074,459.00","386,613.50"
10/28/1998,293.2,248.3,"34,571.20","4,076,547.70","386,957.90"
10/29/1998,294,248,"34,305.40","4,088,245.40","386,389.50"
10/30/1998,292.3,247.5,"34,061.70","4,064,597.70","385,689.60"
11/2/1998,292.7,247,"33,625.40","4,070,169.10","386,071.20"
11/3/1998,288.6,244.7,"33,271.20","4,013,154.50","379,364.50"
11/4/1998,289.4,246.9,"33,783.10","4,020,344.80","379,620.30"
11/5/1998,290.6,246.3,"34,019.10","4,037,016.80","382,429.40"
11/6/1998,293.3,249.2,"34,700.30","4,076,571.50","384,662.70"
11/9/1998,292.1,251.9,"35,425.60","4,056,455.50","384,016.30"
11/10/1998,292.3,251.6,"35,791.90","4,062,279.00","384,747.10"
11/11/1998,293.5,251.8,"35,748.30","4,079,654.50","386,055.20"
11/12/1998,294.5,254.8,"36,473.50","4,092,852.40","387,731.60"
11/13/1998,297.1,256.6,"36,313.00","4,128,797.90","391,280.50"
11/16/1998,294.9,251.2,"35,320.10","4,097,402.50","388,096.10"
11/17/1998,293.8,250.7,"35,533.60","4,082,811.30","383,247.10"
11/18/1998,296.5,252.8,"35,972.90","4,120,464.90","383,967.50"
11/19/1998,296.4,254.5,"35,206.40","4,118,083.50","381,550.40"
11/20/1998,295.6,255.2,"35,545.90","4,104,994.30","373,638.20"
11/23/1998,295.5,257.5,"35,752.50","4,103,487.30","368,045.30"
11/24/1998,296.5,258.4,"35,766.70","4,116,798.40","371,600.00"
11/25/1998,296.3,258.2,"36,127.80","4,114,590.30","369,930.30"
11/26/1998,296.4,258.2,"36,303.10","4,115,810.10","367,980.50"
11/27/1998,296.2,258.7,"36,425.00","4,112,336.30","367,966.30"
11/30/1998,294.7,254.8,"36,224.50","4,091,914.10","367,196.10"
12/1/1998,293.3,251.6,"35,759.10","4,075,110.40","365,011.60"
12/2/1998,294.2,251.6,"35,450.90","4,086,480.70","364,304.70"
12/3/1998,292.9,250.6,"34,775.90","4,068,296.60","359,253.60"
12/4/1998,292.3,250.4,"34,644.80","4,061,068.00","355,085.80"
12/7/1998,295.6,253.3,"35,349.20","4,106,516.40","357,171.90"
12/8/1998,294.4,251.5,"35,201.40","4,090,540.00","357,843.10"
12/9/1998,294.2,250.9,"34,650.90","4,087,638.10","357,452.90"
12/10/1998,294,249.4,"34,475.90","4,084,288.80","354,650.60"
12/11/1998,290.8,245.9,"34,033.80","4,151,553.40","351,140.80"
12/14/1998,291.4,246.2,"33,634.80","4,048,711.30","350,699.80"
12/15/1998,292.6,248.2,"34,049.90","4,064,688.00","354,424.10"
12/16/1998,294.1,250.6,"34,050.90","4,086,226.90","355,493.20"
12/17/1998,293.3,249.7,"34,022.80","4,074,813.10","354,760.70"
12/18/1998,291.6,248.1,"33,727.90","4,051,075.70","352,325.50"
12/21/1998,289.7,247.8,"33,622.60","4,023,263.20","345,842.00"
12/22/1998,287.3,246.1,"33,592.50","3,990,623.10","345,274.50"
12/23/1998,285.8,244.6,"33,137.10","3,970,190.60","344,817.50"
12/24/1998,285.8,245.5,"33,182.80","3,969,759.70","345,046.10"
12/25/1998,285.8,245.5,"33,182.80","3,969,759.70","345,046.10"
12/28/1998,285.8,245.4,"33,072.80","3,969,762.60","345,603.40"
12/29/1998,287,245.3,"33,052.30","3,986,312.50","347,066.00"
12/30/1998,287.8,246,"33,015.00","3,998,118.30","345,503.70"
12/31/1998,287.8,245.1,"32,463.80","3,998,402.70","346,079.30"
1/1/1999,287.8,245.1,"32,463.80","3,998,402.70","346,079.30"
1/4/1999,287.2,243.4,"32,346.00","3,988,799.30","340,631.60"
1/5/1999,287.2,243.7,"32,048.80","3,988,799.30","334,386.10"
1/6/1999,287.7,245.4,"32,386.50","3,995,744.80","332,954.80"
1/7/1999,290,248.4,"32,225.00","4,026,245.00","333,297.50"
1/8/1999,290.9,251.8,"32,417.90","4,039,436.00","341,080.10"
1/11/1999,291.2,252.4,"31,828.50","4,043,926.60","341,373.30"
1/12/1999,289.8,251.1,"32,399.60","4,024,305.00","340,080.10"
1/13/1999,285.5,243.9,"32,442.80","3,963,758.00","334,975.50"
1/14/1999,285.7,244.1,"32,372.70","3,966,820.20","338,780.80"
1/15/1999,286,246.7,"32,554.00","3,970,415.10","338,421.80"
1/18/1999,286.8,247.3,"32,775.50","3,981,093.60","338,723.40"
1/19/1999,286.5,246.8,"32,572.20","3,977,622.80","336,723.40"
1/20/1999,286,247.2,"32,462.40","3,970,681.00","333,619.00"
1/21/1999,287.8,248.4,"32,574.70","3,995,408.80","337,458.80"
1/22/1999,287,247.8,"32,753.90","3,984,995.00","338,588.30"
1/25/1999,287.7,248.8,"32,779.10","3,994,138.40","339,342.10"
1/26/1999,287.1,248.1,"32,768.10","3,985,663.70","337,485.90"
1/27/1999,283.8,246.7,"32,756.20","3,939,141.30","333,393.80"
1/28/1999,283.6,248.3,"32,955.60","3,936,096.60","333,284.40"
1/29/1999,285.4,251.3,"33,186.30","3,961,350.60","335,344.90"
2/1/1999,286.9,253.8,"33,025.00","3,982,170.60","337,035.70"
2/2/1999,288.6,254.1,"32,476.30","4,005,504.10","337,603.30"
2/3/1999,286.9,252.8,"32,203.20","3,981,762.80","335,700.30"
2/4/1999,287.3,254.4,"32,235.20","3,987,317.30","336,226.10"
2/5/1999,289.4,256.4,"32,687.70","4,016,291.80","338,626.80"
2/8/1999,288.9,256.8,"32,845.10","4,009,958.10","339,615.20"
2/9/1999,287,254,"32,827.10","3,984,277.50","337,368.50"
2/10/1999,288.2,254.6,"33,004.70","4,000,071.20","339,413.10"
2/11/1999,287.3,254.3,"32,838.40","3,988,295.90","337,677.80"
2/12/1999,289.2,256.4,"33,051.30","4,013,834.40","339,910.10"
2/15/1999,289.2,257.4,"33,409.80","4,014,673.70","339,969.00"
2/16/1999,285.3,255.2,"33,715.30","3,960,531.90","335,227.30"
2/17/1999,285.8,254.4,"33,974.20","3,966,781.50","335,756.30"
2/18/1999,285.7,254.6,"34,232.60","3,966,086.70","337,668.70"
2/19/1999,286.4,258.1,"34,513.80","3,975,108.70","344,908.40"
2/22/1999,287.2,260.3,"34,558.80","3,986,909.70","349,378.70"
2/23/1999,286.7,261.1,"34,746.60","3,979,682.00","347,337.00"
2/24/1999,287.4,262.4,"35,028.30","3,989,398.00","349,909.40"
2/25/1999,286.5,259.2,"34,402.60","3,976,641.50","350,614.70"
2/26/1999,287.1,261.5,"34,058.50","3,987,695.90","351,205.40"
3/1/1999,286.7,262.2,"34,239.10","3,984,555.90","349,487.20"
3/2/1999,288.3,263.8,"34,672.20","4,006,963.30","352,918.90"
3/3/1999,286,261.9,"34,692.90","3,974,847.30","351,518.20"
3/4/1999,287.7,265.7,"35,502.20","3,999,029.30","356,604.10"
3/5/1999,287.9,265.3,"35,201.50","4,001,232.80","357,499.70"
3/8/1999,289.5,266,"35,297.30","4,024,773.80","358,690.50"
3/9/1999,293,269.1,"35,555.30","4,071,857.90","361,895.70"
3/10/1999,291.8,266.4,"34,976.60","4,056,455.00","359,774.60"
3/11/1999,294,271.4,"35,300.60","4,086,747.00","361,620.00"
3/12/1999,292.5,267.3,"34,866.00","4,065,896.30","360,798.80"
3/15/1999,289.7,264.7,"34,203.40","4,026,394.80","356,475.80"
3/16/1999,283,259.4,"33,357.20","3,933,558.50","347,099.50"
3/17/1999,284.7,258.6,"33,714.20","3,957,471.70","349,326.80"
3/18/1999,283.7,258.2,"33,409.90","3,943,571.20","347,532.40"
3/19/1999,283.7,259.7,"33,228.40","3,944,138.60","346,255.80"
3/22/1999,284.3,260.7,"33,527.50","3,952,762.30","347,627.60"
3/23/1999,284.1,260.7,"33,518.10","3,949,556.20","348,093.40"
3/24/1999,284.3,260.3,"33,426.40","3,951,643.50","347,694.60"
3/25/1999,283.4,260.7,"33,478.00","3,939,825.40","346,626.40"
3/26/1999,279.8,260.7,"33,601.20","3,889,916.80","342,097.20"
3/29/1999,280.2,261.4,"33,536.70","3,894,223.70","343,211.60"
3/30/1999,279.6,259.8,"33,675.00","3,886,857.40","342,411.90"
3/31/1999,279.5,258.9,"33,095.30","3,884,913.20","342,885.10"
4/1/1999,280.6,259.5,"33,534.10","3,900,063.10","343,393.00"
4/2/1999,280.6,260.1,"33,827.30","3,900,063.10","343,645.40"
4/5/1999,280.6,261.7,"34,206.00","3,899,221.50","344,094.30"
4/6/1999,278.5,258.8,"33,712.40","3,871,567.80","341,023.30"
4/7/1999,280.2,259.5,"33,931.80","3,895,064.20","342,483.30"
4/8/1999,281,259.4,"33,981.30","3,906,883.50","343,803.50"
4/9/1999,280.6,260.4,"33,979.20","3,901,881.30","343,201.60"
4/12/1999,283.2,261.1,"34,022.20","3,937,187.30","346,211.90"
4/13/1999,283.5,262.7,"34,066.40","3,940,946.40","346,276.60"
4/14/1999,283.4,262.1,"33,648.10","3,940,533.90","344,671.00"
4/15/1999,283.7,264.4,"33,785.50","3,943,726.40","345,513.90"
4/16/1999,284.2,265.5,"33,565.40","3,951,942.40","345,857.10"
4/19/1999,284.2,267.8,"33,552.70","3,950,805.60","342,219.30"
4/20/1999,284.4,266.8,"33,625.80","3,952,889.50","337,878.70"
4/21/1999,283.3,267,"33,933.40","3,938,449.60","336,557.60"
4/22/1999,283.4,267.4,"33,893.20","3,939,542.00","338,592.00"
4/23/1999,283.3,266.1,"33,824.60","3,938,008.90","337,551.70"
4/26/1999,281.5,265.5,"33,485.80","3,912,850.00","333,915.30"
4/27/1999,281.1,263.9,"33,775.20","3,908,559.60","332,481.90"
4/28/1999,283,266.2,"33,720.90","3,935,681.00","333,869.30"
4/29/1999,283,267.2,"33,712.40","3,936,105.50","332,666.50"
4/30/1999,286.6,270.9,"34,210.00","3,986,174.10","340,623.90"
5/3/1999,286.6,271.2,"34,427.80","3,986,174.10","341,197.10"
5/4/1999,285.3,268.9,"34,501.30","3,967,807.00","341,432.50"
5/5/1999,286,267.8,"34,620.30","3,977,831.00","342,628.00"
5/6/1999,288,267.1,"34,780.00","4,004,376.00","346,259.80"
5/7/1999,282.4,261.8,"34,087.10","3,927,759.00","339,585.90"
5/10/1999,278,257.3,"33,543.50","3,866,285.00","333,864.10"
5/11/1999,279.5,260.5,"33,805.10","3,886,589.90","334,920.80"
5/12/1999,277.6,260,"33,555.80","3,860,162.70","334,586.30"
5/13/1999,277.9,261.4,"33,806.00","3,864,474.70","335,086.90"
5/14/1999,276,257.9,"33,689.90","3,838,884.00","333,270.00"
5/17/1999,276.1,258.6,"34,004.50","3,840,963.10","333,183.50"
5/18/1999,275.1,257.9,"33,887.50","3,826,355.40","330,197.30"
5/19/1999,272.5,255.7,"33,938.50","3,791,565.00","326,931.90"
5/20/1999,274,257.9,"34,007.50","3,812,025.00","327,909.50"
5/21/1999,273.3,258.9,"33,864.60","3,802,556.80","326,115.00"
5/24/1999,272.2,257.5,"33,703.80","3,786,573.50","323,713.80"
5/25/1999,271.7,256.1,"33,343.00","3,780,433.10","322,385.50"
5/26/1999,269.5,257.2,"32,844.00","3,749,418.80","320,974.50"
5/27/1999,269,257.2,"32,786.30","3,742,438.60","319,633.60"
5/28/1999,268.6,256.9,"32,452.20","3,737,567.00","318,519.10"
5/31/1999,268.6,257.6,"32,714.10","3,736,895.50","318,653.40"
6/1/1999,266.9,255,"32,191.40","3,712,548.60","316,804.10"
6/2/1999,267.2,257.9,"32,281.10","3,716,723.00","316,866.50"
6/3/1999,264.8,255.7,"32,172.40","3,683,731.50","313,662.60"
6/4/1999,265.3,257.5,"32,316.20","3,691,381.50","314,048.60"
6/7/1999,265.6,257.9,"32,161.50","3,696,220.40","314,337.40"
6/8/1999,262.4,251.6,"31,500.30","3,651,254.10","309,048.10"
6/9/1999,261.3,250.5,"31,089.50","3,636,640.00","304,675.60"
6/10/1999,258.6,246.5,"30,746.20","3,599,063.50","301,786.00"
6/11/1999,259.7,247.5,"30,669.30","3,613,335.30","303,173.70"
6/14/1999,260.4,249.5,"31,346.10","3,622,638.00","304,609.30"
6/15/1999,260,249.6,"31,354.70","3,619,590.00","303,030.00"
6/16/1999,258.7,250.8,"31,112.60","3,602,008.80","301,256.10"
6/17/1999,258.2,250.2,"30,887.60","3,592,801.30","301,131.90"
6/18/1999,259,249.3,"31,261.70","3,603,677.00","301,288.30"
6/21/1999,259.3,251.3,"31,681.30","3,608,934.70","302,213.90"
6/22/1999,258.6,250.9,"31,497.80","3,598,108.40","299,659.20"
6/23/1999,259.2,251.3,"31,607.20","3,608,532.80","301,261.80"
6/24/1999,260.2,251.5,"31,802.00","3,621,286.60","301,123.50"
6/25/1999,260.7,249.1,"31,664.60","3,630,898.60","301,108.40"
6/28/1999,260.3,250.9,"31,557.40","3,625,325.50","301,036.70"
6/29/1999,262,253.4,"31,695.50","3,649,398.00","303,199.50"
6/30/1999,261,253.1,"31,591.40","3,636,382.50","302,107.50"
7/1/1999,262.6,256.3,"31,732.60","3,658,672.50","305,797.50"
7/2/1999,263.1,257.4,"31,882.40","3,666,428.00","306,195.60"
7/5/1999,261.8,255.9,"32,023.40","3,648,049.40","304,604.10"
7/6/1999,257.6,251.3,"31,445.20","3,590,298.00","300,747.80"
7/7/1999,257.1,251.5,"31,412.50","3,584,743.30","301,321.00"
7/8/1999,257.2,252.7,"31,570.00","3,586,138.90","303,624.50"
7/9/1999,257.3,252.5,"31,483.20","3,587,531.20","305,028.90"
7/12/1999,256,252.5,"31,299.80","3,570,048.00","302,848.00"
7/13/1999,254.7,250.2,"30,898.00","3,551,094.20","299,341.10"
7/14/1999,255.3,250.1,"30,795.90","3,559,588.90","301,960.80"
7/15/1999,253.3,247.2,"30,494.80","3,532,901.60","299,653.90"
7/16/1999,255.7,250.2,"30,918.30","3,566,061.80","302,178.30"
7/19/1999,254,249.6,"30,267.00","3,541,840.60","301,565.60"
7/20/1999,252.8,242.8,"30,166.60","3,526,307.00","301,464.00"
7/21/1999,254.5,242.4,"30,123.90","3,549,638.80","305,527.30"
7/22/1999,254,242,"29,821.40","3,542,729.40","306,771.60"
7/23/1999,255.3,243.9,"29,713.10","3,561,562.50","308,504.50"
7/26/1999,253.5,237.9,"29,459.20","3,536,958.80","306,354.80"
7/27/1999,254.6,239.6,"29,639.30","3,551,415.30","306,283.80"
7/28/1999,254.1,239.4,"29,526.40","3,544,313.70","304,360.90"
7/29/1999,253.9,237,"29,239.10","3,541,524.10","305,695.60"
7/30/1999,255.6,238.8,"29,333.90","3,565,108.70","307,614.60"
8/2/1999,255.4,239.5,"29,264.40","3,561,749.40","306,420.00"
8/3/1999,256,240.1,"29,459.20","3,571,584.00","306,688.00"
8/4/1999,255.9,237.7,"29,236.00","3,569,491.20","307,147.90"
8/5/1999,256,237,"29,152.00","3,571,840.00","307,456.00"
8/6/1999,255.8,237.2,"29,284.70","3,568,863.40","306,772.10"
8/9/1999,256.5,239.7,"29,605.20","3,580,868.30","307,415.30"
8/10/1999,256.5,239,"29,392.30","3,579,585.80","307,556.30"
8/11/1999,257.8,241.8,"29,717.30","3,597,545.60","309,686.60"
8/12/1999,260.3,244.5,"30,112.80","3,633,134.50","313,791.40"
8/13/1999,260.5,246.5,"30,186.20","3,635,490.60","314,298.00"
8/16/1999,259,245.1,"29,717.70","3,614,992.50","311,577.00"
8/17/1999,259.7,247.1,"29,670.20","3,624,063.50","313,008.00"
8/18/1999,261.3,248,"29,299.50","3,646,569.40","314,213.00"
8/19/1999,258,242.8,"28,759.30","3,600,519.00","309,342.00"
8/20/1999,258.3,242.5,"28,762.60","3,604,007.90","309,900.00"
8/23/1999,255.9,241.9,"28,589.10","3,571,852.10","306,440.20"
8/24/1999,253.4,240.8,"28,273.10","3,537,083.80","303,699.90"
8/25/1999,252.9,241.8,"28,049.90","3,529,659.50","301,270.80"
8/26/1999,253.2,242.8,"28,266.70","3,533,847.30","301,375.10"
8/27/1999,253.8,242.8,"28,349.50","3,543,428.50","300,118.50"
8/30/1999,253.8,242.9,"28,204.80","3,543,555.40","300,549.90"
8/31/1999,254.8,241.2,"27,937.50","3,557,517.40","300,791.40"
9/1/1999,254.7,240.4,"27,857.80","3,555,994.00","301,755.80"
9/2/1999,254.2,237.4,"27,729.40","3,549,013.30","302,498.00"
9/3/1999,254.4,239.9,"28,031.10","3,552,187.10","302,990.40"
9/6/1999,254.6,240.7,"27,938.50","3,554,979.70","303,610.50"
9/7/1999,255.6,241.2,"28,329.40","3,569,326.10","305,058.60"
9/8/1999,256.2,241.7,"28,425.00","3,577,261.50","305,971.10"
9/9/1999,256.9,243.2,"27,873.60","3,587,735.60","305,839.30"
9/10/1999,256,244.5,"27,808.00","3,576,320.00","304,896.00"
9/13/1999,256.3,246.7,"27,222.90","3,580,892.70","305,124.90"
9/14/1999,256.8,246.2,"27,055.00","3,586,925.90","306,379.70"
9/15/1999,257.2,247.4,"26,825.90","3,593,284.20","306,394.10"
9/16/1999,255.9,246,"26,810.60","3,576,330.40","306,696.10"
9/17/1999,255.1,245.2,"27,266.40","3,564,384.60","306,885.30"
9/20/1999,255.4,245.3,"27,283.10","3,571,130.40","306,607.70"
9/21/1999,258.9,247.1,"27,038.20","3,618,850.40","311,267.00"
9/22/1999,263.4,250.8,"27,350.10","3,683,515.90","318,055.40"
9/23/1999,264.4,253.4,"27,497.70","3,699,840.60","319,334.60"
9/24/1999,270,258,"28,086.80","3,778,380.00","326,970.00"
9/27/1999,281.1,269.2,"29,864.10","3,933,711.40","340,271.40"
9/28/1999,301.5,287.1,"32,029.90","4,219,191.00","367,076.30"
9/29/1999,307,289.4,"32,727.70","4,296,158.00","373,772.50"
9/30/1999,299,280.8,"31,834.50","4,184,206.00","363,733.50"
10/1/1999,307.5,287.4,"32,313.60","4,303,308.80","373,766.30"
10/4/1999,312.8,292.3,"33,271.90","4,377,092.60","379,209.40"
10/5/1999,325.5,304.7,"34,841.50","4,556,023.50","392,715.80"
10/6/1999,318.3,297.2,"34,218.20","4,454,704.40","383,013.90"
10/7/1999,323.5,301.4,"34,813.50","4,528,191.30","389,008.80"
10/8/1999,323.3,304.2,"34,713.80","4,524,691.90","389,031.40"
10/11/1999,317.8,298.6,"33,911.90","4,448,023.40","382,777.50"
10/12/1999,320.3,298.5,"34,034.60","4,483,339.90","385,741.10"
10/13/1999,321.8,299,"34,565.60","4,505,465.30","387,708.80"
10/14/1999,321,297.7,"34,335.80","4,494,963.00","387,527.30"
10/15/1999,315.8,290.1,"33,344.80","4,420,973.60","380,478.80"
10/18/1999,311.8,287.4,"32,757.10","4,364,967.60","375,191.10"
10/19/1999,309.5,286.7,"32,697.10","4,334,392.80","373,102.30"
10/20/1999,307,284.9,"32,514.40","4,299,995.50","369,781.50"
10/21/1999,302.9,280.2,"32,111.20","4,241,715.10","365,085.50"
10/22/1999,302.4,282.8,"32,004.50","4,235,715.40","364,467.50"
10/25/1999,302,282.9,"31,781.00","4,230,416.00","363,910.00"
10/26/1999,296.4,279.9,"31,105.70","4,152,562.60","356,717.30"
10/27/1999,290.6,276,"30,276.20","4,071,158.70","348,865.10"
10/28/1999,296.3,281.7,"31,045.50","4,150,018.10","355,351.90"
10/29/1999,299.1,284.6,"31,214.10","4,190,239.40","358,770.30"
11/1/1999,291.4,277.7,"30,424.20","4,082,102.80","348,308.80"
11/2/1999,290.8,277.1,"30,271.40","4,074,134.40","346,864.80"
11/3/1999,291,277.7,"30,563.70","4,077,637.50","346,799.30"
11/4/1999,290.6,278.2,"30,379.30","4,072,321.10","344,215.50"
11/5/1999,289.7,278.2,"30,803.80","4,059,710.30","343,729.00"
11/8/1999,288.3,277.9,"30,505.50","4,039,103.10","341,100.60"
11/9/1999,290.8,279.5,"30,549.10","4,073,407.50","344,175.30"
11/10/1999,295.8,283.4,"30,956.20","4,143,605.40","348,837.10"
11/11/1999,296,284.5,"31,050.40","4,147,256.00","347,282.00"
11/12/1999,291.3,282.3,"30,622.00","4,080,995.00","340,835.30"
11/15/1999,290.9,282.2,"30,531.40","4,076,234.90","343,552.80"
11/16/1999,294.3,285.5,"31,178.70","4,123,031.00","346,626.50"
11/17/1999,293.7,282.6,"30,990.30","4,114,328.80","345,640.60"
11/18/1999,293.6,284.6,"31,042.30","4,113,774.40","344,539.40"
11/19/1999,293.8,285.4,"31,181.60","4,115,437.50","344,759.70"
11/22/1999,294.9,285.5,"30,901.10","4,131,695.10","346,065.00"
11/23/1999,297.3,288.8,"30,955.60","4,165,215.60","347,633.90"
11/24/1999,297.5,291.8,"31,108.10","4,168,718.80","345,546.30"
11/25/1999,298.4,292.7,"31,138.00","4,181,328.60","345,621.70"
11/26/1999,296.9,293.4,"30,303.90","4,159,905.40","344,241.90"
11/29/1999,292.3,290.4,"29,786.10","4,095,445.40","338,761.60"
11/30/1999,291.4,289.4,"29,771.60","4,083,559.60","337,747.30"
12/1/1999,289.2,286.9,"29,555.50","4,052,725.00","334,618.70"
12/2/1999,286,285,"29,355.00","4,008,576.00","328,757.00"
12/3/1999,282.8,282.4,"28,962.10","3,963,024.00","325,233.20"
12/6/1999,276.1,270,"28,492.10","3,870,091.70","317,542.40"
12/7/1999,279.3,273,"28,614.70","3,914,247.30","317,926.10"
12/8/1999,281,274.2,"28,977.20","3,937,794.50","315,928.20"
12/9/1999,279,274.1,"28,688.20","3,910,743.00","315,130.50"
12/10/1999,280.7,276.1,"28,711.90","3,933,869.70","317,878.10"
12/13/1999,279.5,276.3,"28,836.00","3,918,170.80","315,345.90"
12/14/1999,279.3,277.7,"28,930.30","3,914,526.50","316,529.90"
12/15/1999,280.1,279.1,"28,975.40","3,926,298.30","317,716.50"
12/16/1999,280.3,275.3,"28,856.90","3,930,083.60","316,878.90"
12/17/1999,284.2,281.5,"29,361.20","3,984,065.80","321,203.00"
12/20/1999,284.3,281.9,"29,213.80","3,985,469.30","322,765.90"
